datetime,riskfree_rate
2020/9/15,2.638
2020/9/16,2.6202
2020/9/17,2.6256
2020/9/18,2.6333
2020/9/21,2.6293
2020/9/22,2.5899
2020/9/23,2.5854
2020/9/24,2.5838
2020/9/25,2.5977
2020/9/27,2.6055
2020/9/28,2.5941
2020/9/29,2.6214
2020/9/30,2.6458
2020/10/9,2.6433
2020/10/10,2.6708
2020/10/12,2.6706
2020/10/13,2.6765
2020/10/14,2.683
2020/10/15,2.6935
2020/10/16,2.7156
2020/10/19,2.7188
2020/10/20,2.7198
2020/10/21,2.712
2020/10/22,2.6778
2020/10/23,2.6808
2020/10/26,2.6959
2020/10/27,2.6979
2020/10/28,2.712
2020/10/29,2.7359
2020/10/30,2.7637
2020/11/2,2.7753
2020/11/3,2.765
2020/11/4,2.7589
2020/11/5,2.7604
2020/11/6,2.7687
2020/11/9,2.7986
2020/11/10,2.8141
2020/11/11,2.8054
2020/11/12,2.8164
2020/11/13,2.8431
2020/11/16,2.8581
2020/11/17,2.8686
2020/11/18,2.8991
2020/11/19,2.957
2020/11/20,2.9673
2020/11/23,2.9705
2020/11/24,2.96
2020/11/25,2.9743
2020/11/26,2.965
2020/11/27,2.971
2020/11/30,2.968
2020/12/1,2.8939
2020/12/2,2.9133
2020/12/3,2.9128
2020/12/4,2.9147
2020/12/7,2.9234
2020/12/8,2.9135
2020/12/9,2.8899
2020/12/10,2.8878
2020/12/11,2.879
2020/12/14,2.9074
2020/12/15,2.8693
2020/12/16,2.8143
2020/12/17,2.8288
2020/12/18,2.8038
2020/12/21,2.8047
2020/12/22,2.7694
2020/12/23,2.7532
2020/12/24,2.7375
2020/12/25,2.7262
2020/12/28,2.6941
2020/12/29,2.6639
2020/12/30,2.6333
2020/12/31,2.5973
2021/1/4,2.5579
2021/1/5,2.5813
2021/1/6,2.5076
2021/1/7,2.4051
2021/1/8,2.3917
2021/1/11,2.3949
2021/1/12,2.3364
2021/1/13,2.2657
2021/1/14,2.2591
2021/1/15,2.3131
2021/1/18,2.4234
2021/1/19,2.4758
2021/1/20,2.4971
2021/1/21,2.4963
2021/1/22,2.4718
2021/1/25,2.4806
2021/1/26,2.5128
2021/1/27,2.5506
2021/1/28,2.642
2021/1/29,2.7121
2021/2/1,2.5404
2021/2/2,2.5037
2021/2/3,2.5239
2021/2/4,2.5268
2021/2/5,2.5452
2021/2/7,2.541
2021/2/8,2.545
2021/2/9,2.5418
2021/2/10,2.5103
2021/2/18,2.5615
2021/2/19,2.5114
2021/2/20,2.4857
2021/2/22,2.4599
2021/2/23,2.4545
2021/2/24,2.4347
2021/2/25,2.4545
2021/2/26,2.4596
2021/3/1,2.5813
2021/3/2,2.5829
2021/3/3,2.5913
2021/3/4,2.5933
2021/3/5,2.6258
2021/3/8,2.6138
2021/3/9,2.6192
2021/3/10,2.6201
2021/3/11,2.628
2021/3/12,2.6246
2021/3/15,2.6416
2021/3/16,2.6337
2021/3/17,2.6323
2021/3/18,2.6333
2021/3/19,2.628
2021/3/22,2.6274
2021/3/23,2.6263
2021/3/24,2.595
2021/3/25,2.5987
2021/3/26,2.6089
2021/3/29,2.615
2021/3/30,2.5983
2021/3/31,2.5858
2021/4/1,2.6084
2021/4/2,2.607
2021/4/6,2.6329
2021/4/7,2.6281
2021/4/8,2.6317
2021/4/9,2.6217
2021/4/12,2.6197
2021/4/13,2.5908
2021/4/14,2.5974
2021/4/15,2.5914
2021/4/16,2.5918
2021/4/19,2.5906
2021/4/20,2.58
2021/4/21,2.5523
2021/4/22,2.5476
2021/4/23,2.53
2021/4/25,2.53
2021/4/26,2.5466
2021/4/27,2.5328
2021/4/28,2.5221
2021/4/29,2.4888
2021/4/30,2.4962
2021/5/6,2.3968
2021/5/7,2.3759
2021/5/8,2.3757
2021/5/10,2.3752
2021/5/11,2.362
2021/5/12,2.3477
2021/5/13,2.3813
2021/5/14,2.3761
2021/5/17,2.3975
2021/5/18,2.398
2021/5/19,2.3861
2021/5/20,2.3827
2021/5/21,2.3742
2021/5/24,2.3744
2021/5/25,2.3868
2021/5/26,2.3767
2021/5/27,2.385
2021/5/28,2.4049
2021/5/31,2.4225
2021/6/1,2.3735
2021/6/2,2.3673
2021/6/3,2.3667
2021/6/4,2.3726
2021/6/7,2.4215
2021/6/8,2.424
2021/6/9,2.4435
2021/6/10,2.4454
2021/6/11,2.4448
2021/6/15,2.4635
2021/6/16,2.4811
2021/6/17,2.4968
2021/6/18,2.4933
2021/6/21,2.5006
2021/6/22,2.5062
2021/6/23,2.4899
2021/6/24,2.447
2021/6/25,2.4358
2021/6/28,2.4216
2021/6/29,2.4368
2021/6/30,2.4498
2021/7/1,2.3805
2021/7/2,2.3746
2021/7/5,2.3731
2021/7/6,2.3708
2021/7/7,2.3514
2021/7/8,2.2563
2021/7/9,2.251
2021/7/12,2.2256
2021/7/13,2.2038
2021/7/14,2.1854
2021/7/15,2.1758
2021/7/16,2.1652
2021/7/19,2.1436
2021/7/20,2.124
2021/7/21,2.1176
2021/7/22,2.1074
2021/7/23,2.1012
2021/7/26,2.0717
2021/7/27,2.0894
2021/7/28,2.1453
2021/7/29,2.1369
2021/7/30,2.1007
2021/8/2,2.1835
2021/8/3,2.2003
2021/8/4,2.2204
2021/8/5,2.2246
2021/8/6,2.2253
2021/8/9,2.2553
2021/8/10,2.2688
2021/8/11,2.2992
2021/8/12,2.2803
2021/8/13,2.2925
2021/8/16,2.2946
2021/8/17,2.2978
2021/8/18,2.2821
2021/8/19,2.2725
2021/8/20,2.277
2021/8/23,2.285
2021/8/24,2.2936
2021/8/25,2.2946
2021/8/26,2.2986
2021/8/27,2.3009
2021/8/30,2.3134
2021/8/31,2.3113
2021/9/1,2.2563
2021/9/2,2.2593
2021/9/3,2.2654
2021/9/6,2.2674
2021/9/7,2.2742
2021/9/8,2.2801
2021/9/9,2.2826
2021/9/10,2.2861
2021/9/13,2.2967
2021/9/14,2.3491
2021/9/15,2.3346
2021/9/16,2.3483
2021/9/17,2.3369
2021/9/18,2.3348
2021/9/22,2.3251
2021/9/23,2.3304
2021/9/24,2.3375
2021/9/26,2.339
2021/9/27,2.3423
2021/9/28,2.3501
2021/9/29,2.3569
2021/9/30,2.3242
2021/10/8,2.3383
2021/10/9,2.3446
2021/10/11,2.3504
2021/10/12,2.3583
2021/10/13,2.3461
2021/10/14,2.3424
2021/10/15,2.3473
2021/10/18,2.3772
2021/10/19,2.3932
2021/10/20,2.382
2021/10/21,2.3717
2021/10/22,2.3528
2021/10/25,2.3564
2021/10/26,2.3565
2021/10/27,2.3462
2021/10/28,2.3468
2021/10/29,2.3373
2021/11/1,2.3444
2021/11/2,2.3398
2021/11/3,2.3359
2021/11/4,2.3292
2021/11/5,2.3163
2021/11/8,2.3259
2021/11/9,2.3378
2021/11/10,2.3303
2021/11/11,2.3461
2021/11/12,2.3453
2021/11/15,2.3384
2021/11/16,2.3388
2021/11/17,2.3487
2021/11/18,2.3442
2021/11/19,2.336
2021/11/22,2.3259
2021/11/23,2.3304
2021/11/24,2.3247
2021/11/25,2.3151
2021/11/26,2.3102
2021/11/29,2.3239
2021/11/30,2.3246
2021/12/1,2.3166
2021/12/2,2.3194
2021/12/3,2.326
2021/12/6,2.3073
2021/12/7,2.3148
2021/12/8,2.3214
2021/12/9,2.3337
2021/12/10,2.33
2021/12/13,2.3281
2021/12/14,2.3224
2021/12/15,2.3237
2021/12/16,2.3262
2021/12/17,2.3304
2021/12/20,2.3381
2021/12/21,2.3675
2021/12/22,2.3637
2021/12/23,2.3464
2021/12/24,2.3373
2021/12/27,2.3425
2021/12/28,2.3496
2021/12/29,2.3302
2021/12/30,2.3044
2021/12/31,2.2238
2022/1/4,2.2438
2022/1/5,2.2333
2022/1/6,2.2447
2022/1/7,2.229
2022/1/10,2.2075
2022/1/11,2.2046
2022/1/12,2.1947
2022/1/13,2.2015
2022/1/14,2.1948
2022/1/17,2.1851
2022/1/18,2.1513
2022/1/19,2.0865
2022/1/20,2.0756
2022/1/21,2.0692
2022/1/24,2.0217
2022/1/25,2.0206
2022/1/26,2.0504
2022/1/27,2.0497
2022/1/28,2.0366
2022/1/29,2.013
2022/1/30,2.0164
2022/2/7,1.9265
2022/2/8,1.9019
2022/2/9,1.9178
2022/2/10,1.9011
2022/2/11,1.9331
2022/2/14,1.9157
2022/2/15,1.9067
2022/2/16,1.8954
2022/2/17,1.923
2022/2/18,1.9478
2022/2/21,2.0209
2022/2/22,2.0551
2022/2/23,2.077
2022/2/24,2.0763
2022/2/25,2.0748
2022/2/28,2.0268
2022/3/1,2.0623
2022/3/2,2.0839
2022/3/3,2.117
2022/3/4,2.1287
2022/3/7,2.1157
2022/3/8,2.091
2022/3/9,2.115
2022/3/10,2.1363
2022/3/11,2.1643
2022/3/14,2.0968
2022/3/15,2.1341
2022/3/16,2.2021
2022/3/17,2.1897
2022/3/18,2.1659
2022/3/21,2.1817
2022/3/22,2.1963
2022/3/23,2.2065
2022/3/24,2.2015
2022/3/25,2.1986
2022/3/28,2.1955
2022/3/29,2.2087
2022/3/30,2.1958
2022/3/31,2.1896
2022/4/1,2.1864
2022/4/2,2.1561
2022/4/6,2.1421
2022/4/7,2.1378
2022/4/8,2.1378
2022/4/11,2.1474
2022/4/12,2.1556
2022/4/13,2.1405
2022/4/14,2.117
2022/4/15,2.0939
2022/4/18,2.1035
2022/4/19,2.1112
2022/4/20,2.1232
2022/4/21,2.1058
2022/4/22,2.0816
2022/4/24,2.0911
2022/4/25,2.0658
2022/4/26,2.0441
2022/4/27,2.0707
2022/4/28,2.1089
2022/4/29,2.1042
2022/5/5,2.1088
2022/5/6,2.1133
2022/5/7,2.1213
2022/5/9,2.1091
2022/5/10,2.0959
2022/5/11,2.0906
2022/5/12,2.0984
2022/5/13,2.0789
2022/5/16,2.0715
2022/5/17,2.0343
2022/5/18,2.0115
2022/5/19,2.01
2022/5/20,2.03
2022/5/23,2.0144
2022/5/24,2.0004
2022/5/25,2.0086
2022/5/26,1.9655
2022/5/27,1.9468
2022/5/30,1.9646
2022/5/31,1.9741
2022/6/1,1.9654
2022/6/2,1.9806
2022/6/6,2.0133
2022/6/7,2.0598
2022/6/8,2.038
2022/6/9,2.0369
2022/6/10,2.0175
2022/6/13,2.033
2022/6/14,2.053
2022/6/15,2.0468
2022/6/16,2.0472
2022/6/17,2.0303
2022/6/20,2.0342
2022/6/21,2.0323
2022/6/22,2.0216
2022/6/23,1.9976
2022/6/24,1.9921
2022/6/27,2.0273
2022/6/28,2.0266
2022/6/29,2.0318
2022/6/30,1.991
2022/7/1,1.9794
2022/7/4,2.005
2022/7/5,2.0382
2022/7/6,2.0291
2022/7/7,2.0168
2022/7/8,2.0033
2022/7/11,1.9865
2022/7/12,1.9822
2022/7/13,1.9714
2022/7/14,1.9608
2022/7/15,1.9461
2022/7/18,1.9219
2022/7/19,1.8908
2022/7/20,1.8845
2022/7/21,1.888
2022/7/22,1.8904
2022/7/25,1.8896
2022/7/26,1.8731
2022/7/27,1.8522
2022/7/28,1.8657
2022/7/29,1.8465
2022/8/1,1.8253
2022/8/2,1.7698
2022/8/3,1.7655
2022/8/4,1.7281
2022/8/5,1.7496
2022/8/8,1.7716
2022/8/9,1.8248
2022/8/10,1.833
2022/8/11,1.8709
2022/8/12,1.8533
2022/8/15,1.7467
2022/8/16,1.701
2022/8/17,1.7214
2022/8/18,1.711
2022/8/19,1.7179
2022/8/22,1.7302
2022/8/23,1.7585
2022/8/24,1.7646
2022/8/25,1.7852
2022/8/26,1.8097
2022/8/29,1.8001
2022/8/30,1.7502
2022/8/31,1.7461
2022/9/1,1.7419
2022/9/2,1.7261
2022/9/5,1.7247
2022/9/6,1.7175
2022/9/7,1.7348
2022/9/8,1.7495
2022/9/9,1.7654
2022/9/13,1.7899
2022/9/14,1.8026
2022/9/15,1.8258
2022/9/16,1.842
2022/9/19,1.8751
2022/9/20,1.8734
2022/9/21,1.8704
2022/9/22,1.8453
2022/9/23,1.8482
2022/9/26,1.8775
2022/9/27,1.9053
2022/9/28,1.9128
2022/9/29,1.9042
2022/9/30,1.9063
2022/10/8,1.8937
2022/10/9,1.8695
2022/10/10,1.8261
2022/10/11,1.8168
2022/10/12,1.8307
2022/10/13,1.8478
2022/10/14,1.8287
2022/10/17,1.8245
2022/10/18,1.8152
2022/10/19,1.8105
2022/10/20,1.8149
2022/10/21,1.8197
2022/10/24,1.8312
2022/10/25,1.8408
2022/10/26,1.823
2022/10/27,1.8177
2022/10/28,1.8207
2022/10/31,1.8109
2022/11/1,1.8196
2022/11/2,1.8194
2022/11/3,1.8177
2022/11/4,1.8154
2022/11/7,1.8105
2022/11/8,1.8454
2022/11/9,1.8642
2022/11/10,1.8589
2022/11/11,1.903
2022/11/14,2.0068
2022/11/15,2.1423
2022/11/16,2.1497
2022/11/17,2.2174
2022/11/18,2.1631
2022/11/21,2.1544
2022/11/22,2.1488
2022/11/23,2.1209
2022/11/24,2.059
2022/11/25,2.0484
2022/11/28,2.0754
2022/11/29,2.1044
2022/11/30,2.1225
2022/12/1,2.1609
2022/12/2,2.1904
2022/12/5,2.1966
2022/12/6,2.2019
2022/12/7,2.2234
2022/12/8,2.2685
2022/12/9,2.2773
2022/12/12,2.2818
2022/12/13,2.3279
2022/12/14,2.3126
2022/12/15,2.3002
2022/12/16,2.3339
2022/12/19,2.2865
2022/12/20,2.2938
2022/12/21,2.3055
2022/12/22,2.2884
2022/12/23,2.2519
2022/12/26,2.2327
2022/12/27,2.2514
2022/12/28,2.2792
2022/12/29,2.2189
2022/12/30,2.1777
2023/1/3,2.1452
2023/1/4,2.1228
2023/1/5,2.1141
2023/1/6,2.1352
2023/1/9,2.1423
2023/1/10,2.1625
2023/1/11,2.1923
2023/1/12,2.1368
2023/1/13,2.1443
2023/1/16,2.1755
2023/1/17,2.1719
2023/1/18,2.1624
2023/1/19,2.188
2023/1/20,2.184
2023/1/28,2.196
2023/1/29,2.1764
2023/1/30,2.1921
2023/1/31,2.1901
2023/2/1,2.1519
2023/2/2,2.1458
2023/2/3,2.1362
2023/2/6,2.1349
2023/2/7,2.151
2023/2/8,2.1644
2023/2/9,2.1661
2023/2/10,2.1556
2023/2/13,2.1574
2023/2/14,2.1829
2023/2/15,2.1897
2023/2/16,2.1752
2023/2/17,2.1983
2023/2/20,2.2236
2023/2/21,2.2579
2023/2/22,2.2598
2023/2/23,2.2626
2023/2/24,2.2882
2023/2/27,2.3026
2023/2/28,2.3153
2023/3/1,2.2884
2023/3/2,2.2866
2023/3/3,2.2909
2023/3/6,2.2615
2023/3/7,2.2624
2023/3/8,2.2453
2023/3/9,2.2517
2023/3/10,2.2495
2023/3/13,2.2665
2023/3/14,2.2627
2023/3/15,2.2615
2023/3/16,2.2563
2023/3/17,2.259
2023/3/20,2.2381
2023/3/21,2.2555
2023/3/22,2.2501
2023/3/23,2.2543
2023/3/24,2.2535
2023/3/27,2.2399
2023/3/28,2.2431
2023/3/29,2.2423
2023/3/30,2.2403
2023/3/31,2.2377
2023/4/3,2.245
2023/4/4,2.2476
2023/4/6,2.2441
2023/4/7,2.2403
2023/4/10,2.2413
2023/4/11,2.2304
2023/4/12,2.2268
2023/4/13,2.2163
2023/4/14,2.223
2023/4/17,2.2312
2023/4/18,2.2328
2023/4/19,2.2146
2023/4/20,2.2163
2023/4/21,2.214
2023/4/23,2.2168
2023/4/24,2.205
2023/4/25,2.197
2023/4/26,2.2
2023/4/27,2.1844
2023/4/28,2.1642
2023/5/4,2.1508
2023/5/5,2.1455
2023/5/6,2.1399
2023/5/8,2.1483
2023/5/9,2.1391
2023/5/10,2.1335
2023/5/11,2.0833
2023/5/12,2.0962
2023/5/15,2.1047
2023/5/16,2.1229
2023/5/17,2.1149
2023/5/18,2.1324
2023/5/19,2.11
2023/5/22,2.0978
2023/5/23,2.0531
2023/5/24,2.0413
2023/5/25,2.0525
2023/5/26,2.058
2023/5/29,2.0652
2023/5/30,2.0327
2023/5/31,2.027
2023/6/1,1.9846
2023/6/2,1.9819
2023/6/5,1.9809
2023/6/6,1.9406
2023/6/7,1.9224
2023/6/8,1.9256
2023/6/9,1.9127
2023/6/12,1.9035
2023/6/13,1.9009
2023/6/14,1.8935
2023/6/15,1.904
2023/6/16,1.9254
2023/6/19,1.9496
2023/6/20,1.9773
2023/6/21,1.9642
2023/6/25,1.9759
2023/6/26,1.9774
2023/6/27,1.9843
2023/6/28,1.986
2023/6/29,1.9887
2023/6/30,1.9656
2023/7/3,1.9554
2023/7/4,1.9214
2023/7/5,1.9098
2023/7/6,1.8885
2023/7/7,1.8974
2023/7/10,1.9083
2023/7/11,1.9043
2023/7/12,1.9097
2023/7/13,1.9075
2023/7/14,1.91
2023/7/17,1.9067
2023/7/18,1.8721
2023/7/19,1.8626
2023/7/20,1.871
2023/7/21,1.8654
2023/7/24,1.8835
2023/7/25,1.923
2023/7/26,1.9622
2023/7/27,1.9491
2023/7/28,1.9305
2023/7/31,1.9074
2023/8/1,1.9188
2023/8/2,1.9066
2023/8/3,1.9104
2023/8/4,1.9031
2023/8/7,1.9002
2023/8/8,1.9006
2023/8/9,1.9073
2023/8/10,1.9263
2023/8/11,1.9322
2023/8/14,1.9331
2023/8/15,1.7822
2023/8/16,1.8266
2023/8/17,1.8372
2023/8/18,1.8279
2023/8/21,1.8428
2023/8/22,1.8776
2023/8/23,1.8932
2023/8/24,1.8938
2023/8/25,1.8852
2023/8/28,1.9511
2023/8/29,1.9701
2023/8/30,1.9953
2023/8/31,1.9384
2023/9/1,1.9505
2023/9/4,2.0054
2023/9/5,1.9915
2023/9/6,2.0085
2023/9/7,2.0858
2023/9/8,2.0804
2023/9/11,2.1475
2023/9/12,2.1346
2023/9/13,2.1172
2023/9/14,2.1209
2023/9/15,2.1197
2023/9/18,2.1614
2023/9/19,2.187
2023/9/20,2.2135
2023/9/21,2.2152
2023/9/22,2.198
2023/9/25,2.208
2023/9/26,2.2343
2023/9/27,2.2399
2023/9/28,2.1744
2023/10/7,2.1679
2023/10/8,2.1493
2023/10/9,2.1505
2023/10/10,2.1987
2023/10/11,2.2305
2023/10/12,2.2506
2023/10/13,2.2092
2023/10/16,2.2001
2023/10/17,2.2274
2023/10/18,2.2506
2023/10/19,2.2865
2023/10/20,2.3129
2023/10/23,2.3035
2023/10/24,2.3221
2023/10/25,2.3182
2023/10/26,2.2756
2023/10/27,2.2891
2023/10/30,2.2726
2023/10/31,2.2625
2023/11/1,2.2959
2023/11/2,2.2209
2023/11/3,2.2263
2023/11/6,2.2323
2023/11/7,2.2385
2023/11/8,2.2609
2023/11/9,2.2506
2023/11/10,2.2329
2023/11/13,2.2326
2023/11/14,2.2164
2023/11/15,2.1754
2023/11/16,2.1276
2023/11/17,2.1482
2023/11/20,2.1604
2023/11/21,2.1785
2023/11/22,2.2836
2023/11/23,2.3321
2023/11/24,2.3272
2023/11/27,2.3707
2023/11/28,2.3676
2023/11/29,2.3634
2023/11/30,2.3423
2023/12/1,2.3521
2023/12/4,2.3761
2023/12/5,2.3948
2023/12/6,2.3999
2023/12/7,2.394
2023/12/8,2.3774
2023/12/11,2.3746
2023/12/12,2.3849
2023/12/13,2.3451
2023/12/14,2.3291
2023/12/15,2.3135
2023/12/18,2.2901
2023/12/19,2.2922
2023/12/20,2.3162
2023/12/21,2.3032
2023/12/22,2.2713
2023/12/25,2.2333
2023/12/26,2.1918
2023/12/27,2.1332
2023/12/28,2.0711
2023/12/29,2.078
2024/1/2,2.0813
2024/1/3,2.1365
2024/1/4,2.1274
2024/1/5,2.1078
2024/1/8,2.1193
2024/1/9,2.1035
2024/1/10,2.1079
2024/1/11,2.1138
2024/1/12,2.1035
2024/1/15,2.0964
2024/1/16,2.116
2024/1/17,2.1231
2024/1/18,2.1075
2024/1/19,2.1066
2024/1/22,2.0884
2024/1/23,2.0914
2024/1/24,2.0897
2024/1/25,2.0529
2024/1/26,2.0346
2024/1/29,2.0151
2024/1/30,1.9323
2024/1/31,1.945
2024/2/1,1.9459
2024/2/2,1.952
2024/2/4,1.9413
2024/2/5,1.9241
2024/2/6,1.9442
2024/2/7,1.9362
2024/2/8,1.9262
2024/2/9,1.9326
2024/2/18,1.9438
2024/2/19,1.9137
2024/2/20,1.8935
2024/2/21,1.8559
2024/2/22,1.8435
2024/2/23,1.8111
2024/2/26,1.8327
2024/2/27,1.831
2024/2/28,1.8405
2024/2/29,1.8364
2024/3/1,1.8001
2024/3/4,1.792
2024/3/5,1.7875
2024/3/6,1.7777
2024/3/7,1.7548
2024/3/8,1.7684
2024/3/11,1.7783
2024/3/12,1.8093
2024/3/13,1.8243
2024/3/14,1.8601
2024/3/15,1.8481
2024/3/18,1.8258
2024/3/19,1.7809
2024/3/20,1.7777
2024/3/21,1.795
2024/3/22,1.7852
2024/3/25,1.804
2024/3/26,1.8089
2024/3/27,1.8025
2024/3/28,1.7756
2024/3/29,1.76
2024/4/1,1.7578
2024/4/2,1.7502
2024/4/3,1.7422
2024/4/7,1.7481
2024/4/8,1.7338
2024/4/9,1.7116
2024/4/10,1.7204
2024/4/11,1.7132
2024/4/12,1.7022
2024/4/15,1.7126
2024/4/16,1.7371
2024/4/17,1.7398
2024/4/18,1.7219
2024/4/19,1.7032
2024/4/22,1.7034
2024/4/23,1.6939
2024/4/24,1.7002
2024/4/25,1.6447
2024/4/26,1.6515
2024/4/28,1.693
2024/4/29,1.7813
2024/4/30,1.7241
2024/5/6,1.6904
2024/5/7,1.6986
2024/5/8,1.7087
2024/5/9,1.7189
2024/5/10,1.7111
2024/5/11,1.7192
2024/5/13,1.67
2024/5/14,1.635
2024/5/15,1.6269
2024/5/16,1.6293
2024/5/17,1.6361
2024/5/20,1.6134
2024/5/21,1.6238
2024/5/22,1.619
2024/5/23,1.6177
2024/5/24,1.6332
2024/5/27,1.6757
2024/5/28,1.6612
2024/5/29,1.6586
2024/5/30,1.6582
2024/5/31,1.6514
2024/6/3,1.6466
2024/6/4,1.6442
2024/6/5,1.6363
2024/6/6,1.6195
2024/6/7,1.615
2024/6/11,1.6069
2024/6/12,1.6062
2024/6/13,1.6148
2024/6/14,1.6125
2024/6/17,1.617
2024/6/18,1.619
2024/6/19,1.6198
2024/6/20,1.6059
2024/6/21,1.6186
2024/6/24,1.6105
2024/6/25,1.5779
2024/6/26,1.5605
2024/6/27,1.5532
2024/6/28,1.5492
2024/7/1,1.5419
2024/7/2,1.5497
2024/7/3,1.5407
2024/7/4,1.5337
2024/7/5,1.5344
2024/7/8,1.582
2024/7/9,1.5607
2024/7/10,1.5584
2024/7/11,1.551
2024/7/12,1.5432
2024/7/15,1.5395
2024/7/16,1.5366
2024/7/17,1.5287
2024/7/18,1.5344
2024/7/19,1.529
2024/7/22,1.4937
2024/7/23,1.483
2024/7/24,1.4671
2024/7/25,1.4602
2024/7/26,1.4615
2024/7/29,1.4769
2024/7/30,1.4726
2024/7/31,1.4681
2024/8/1,1.4637
2024/8/2,1.3976
2024/8/5,1.4085
2024/8/6,1.4089
2024/8/7,1.4076
2024/8/8,1.4424
2024/8/9,1.4819
2024/8/12,1.5322
2024/8/13,1.5262
2024/8/14,1.4818
2024/8/15,1.5231
2024/8/16,1.5389
2024/8/19,1.5456
2024/8/20,1.5458
2024/8/21,1.5754
2024/8/22,1.5334
2024/8/23,1.5109
2024/8/26,1.4967
2024/8/27,1.498
2024/8/28,1.5156
2024/8/29,1.4913
2024/8/30,1.4876
2024/9/2,1.4701
2024/9/3,1.4594
2024/9/4,1.4375
2024/9/5,1.4437
2024/9/6,1.4371
2024/9/9,1.4187
2024/9/10,1.3815
2024/9/11,1.3244
2024/9/12,1.2994
2024/9/13,1.3075
2024/9/14,1.3076
2024/9/18,1.325
2024/9/19,1.3642
2024/9/20,1.3769
2024/9/23,1.3868
2024/9/24,1.395
2024/9/25,1.3933
2024/9/26,1.3829
2024/9/27,1.4258
2024/9/29,1.4819
2024/9/30,1.4104
2024/10/8,1.3751
2024/10/9,1.4203
2024/10/10,1.4443
2024/10/11,1.4497
2024/10/12,1.4457
2024/10/14,1.4535
2024/10/15,1.4666
2024/10/16,1.464
2024/10/17,1.4552
2024/10/18,1.4295
2024/10/21,1.4545
2024/10/22,1.4462
2024/10/23,1.447
2024/10/24,1.4513
2024/10/25,1.4286
2024/10/28,1.4206
2024/10/29,1.4115
2024/10/30,1.3974
2024/10/31,1.3929
2024/11/1,1.3885
2024/11/4,1.4079
2024/11/5,1.4083
2024/11/6,1.4081
2024/11/7,1.3949
2024/11/8,1.4032
2024/11/11,1.4044
2024/11/12,1.399
2024/11/13,1.3983
2024/11/14,1.3914
2024/11/15,1.3838
2024/11/18,1.3755
2024/11/19,1.3672
2024/11/20,1.3546
2024/11/21,1.3534
2024/11/22,1.3518
2024/11/25,1.3568
2024/11/26,1.3911
2024/11/27,1.3826
2024/11/28,1.3809
2024/11/29,1.3664
2024/12/2,1.349
2024/12/3,1.3447
2024/12/4,1.343
2024/12/5,1.3272
2024/12/6,1.3424
2024/12/9,1.3428
2024/12/10,1.3254
2024/12/11,1.3035
2024/12/12,1.2349
2024/12/13,1.1988
2024/12/16,1.1362
2024/12/17,1.1245
2024/12/18,1.0927
2024/12/19,1.0506
2024/12/20,0.9751
2024/12/23,0.8769
2024/12/24,0.8297
2024/12/25,0.8982
2024/12/26,0.9478
2024/12/27,1.0073
2024/12/30,1.0523
2024/12/31,1.0895
2025/1/2,1.0676
2025/1/3,1.0572
2025/1/6,1.0328
2025/1/7,1.0602
2025/1/8,1.1056
2025/1/9,1.167
2025/1/10,1.24
2025/1/13,1.2029
2025/1/14,1.2149
2025/1/15,1.212
2025/1/16,1.2301
2025/1/17,1.2465
2025/1/20,1.2408
2025/1/21,1.2607
2025/1/22,1.2682
2025/1/23,1.2619
2025/1/24,1.2714
2025/1/26,1.2876
2025/1/27,1.2363
2025/2/5,1.241
2025/2/6,1.2288
2025/2/7,1.2134
2025/2/8,1.2101
2025/2/10,1.2412
2025/2/11,1.2691
2025/2/12,1.2556
2025/2/13,1.2757
2025/2/14,1.319
2025/2/17,1.3853
2025/2/18,1.4524
2025/2/19,1.4464
2025/2/20,1.4556
2025/2/21,1.4689
2025/2/24,1.4769
2025/2/25,1.4751
2025/2/26,1.4622
2025/2/27,1.4714
2025/2/28,1.4981
2025/3/3,1.4641
2025/3/4,1.4449
2025/3/5,1.4469
2025/3/6,1.4699
2025/3/7,1.5064
2025/3/10,1.5582
2025/3/11,1.5814
2025/3/12,1.5937
2025/3/13,1.5405
2025/3/14,1.5653
2025/3/17,1.5693
2025/3/18,1.5674
2025/3/19,1.5666
2025/3/20,1.5478
2025/3/21,1.5374
2025/3/24,1.5393
2025/3/25,1.5218
2025/3/26,1.5227
2025/3/27,1.5165
2025/3/28,1.5161
2025/3/31,1.5176
2025/4/1,1.5354
2025/4/2,1.5451
2025/4/3,1.5025
2025/4/7,1.4506
2025/4/8,1.4506
2025/4/9,1.4559
2025/4/10,1.4323
2025/4/11,1.3977
2025/4/14,1.4028
2025/4/15,1.407
2025/4/16,1.4174
2025/4/17,1.4194
2025/4/18,1.4379
2025/4/21,1.4431
2025/4/22,1.4399
2025/4/23,1.4494
2025/4/24,1.4449
2025/4/25,1.4552
2025/4/27,1.4637
2025/4/28,1.4596
2025/4/29,1.4589
2025/4/30,1.4553
2025/5/6,1.4607
2025/5/7,1.4462
2025/5/8,1.4155
2025/5/9,1.4043
2025/5/12,1.4076
2025/5/13,1.4296
2025/5/14,1.4177
2025/5/15,1.4289
2025/5/16,1.4489
2025/5/19,1.4453
2025/5/20,1.4377
2025/5/21,1.4489
2025/5/22,1.4417
2025/5/23,1.4519
2025/5/26,1.4511
2025/5/27,1.4516
2025/5/28,1.4678
2025/5/29,1.4766
2025/5/30,1.4669
2025/6/3,1.464
2025/6/4,1.4605
