order_book_id,2022/12/31,2023/6/30,2023/12/31,2024/6/30,2024/12/31,2025/6/30
9199,33.6431,43.3986,47.4291,62.7255,55.1085,47.7152
9200,53.4414,62.515,0,0,0,0
9201,8.8431,3.2692,7.2667,9.946,5.5515,6.6889
9202,8.8431,3.2692,7.2667,9.946,5.5515,6.6889
9205,25.8364,28.1828,29.6101,27.3796,30.0046,21.7064
9206,25.8364,28.1828,29.6101,27.3796,30.0046,21.7064
9210,72.2656,61.748,64.7895,68.784,71.841,50.3132
9211,72.2656,61.748,64.7895,68.784,71.841,50.3132
9215,27.9372,21.1919,29.156,20.455,23.6289,17.1755
9216,27.9372,21.1919,29.156,20.455,23.6289,17.1755
9217,64.0584,68.2281,70.0546,63.7875,48.9206,45.0047
9218,64.0584,68.2281,70.0546,63.7875,48.9206,45.0047
9223,29.6478,52.9707,72.3424,82.4357,59.6546,52.3823
9224,29.6478,52.9707,72.3424,82.4357,59.6546,52.3823
9230,25.052,21.7461,27.5115,31.4591,28.7525,32.0982
9231,25.052,21.7461,27.5115,31.4591,28.7525,32.0982
9232,12.2867,16.0315,25.5233,0,0,0
9233,12.2867,16.0315,25.5233,0,0,0
9234,68.1622,83.0053,89.3302,84.3434,74.4926,64.7306
9240,52.5172,51.1286,50.5546,51.9789,46.9329,44.6115
9241,58.5058,53.4193,59.4691,60.5456,60.3405,64.3725
9242,43.1234,65.0552,88.85,82.7656,77.022,75.3331
9243,43.1234,65.0552,88.85,82.7656,77.022,75.3331
9244,11.1356,7.4539,10.2574,9.7187,9.786,10.0216
9245,11.1356,7.4539,10.2574,9.7187,9.786,10.0216
9246,60.6618,71.4879,62.2218,46.8722,59.2456,57.8896
9247,9.3115,12.6104,17.014,13.266,7.3105,6.9259
9248,9.3115,12.6104,17.014,13.266,7.3105,6.9259
9249,3.2345,7.8127,8.8088,9.9881,9.0309,8.584
9250,3.2345,7.8127,8.8088,9.9881,9.0309,8.584
9258,82.0287,70.9224,77.9197,74.8738,57.1974,79.3065
9260,4.6855,1.6402,4.6708,2.3612,1.3823,2.083
9261,4.6855,1.6402,4.6708,2.3612,1.3823,2.083
9263,28.8475,21.8645,27.2942,24.4911,23.1936,24.7524
9264,46.0703,48.5606,50.509,43.6254,39.9555,41.269
9265,58.0072,64.3927,65.1994,56.7825,47.8666,43.505
9266,11.3394,11.8012,9.2497,9.5493,10.1405,7.411
9268,16.3061,14.0799,9.4594,8.609,4.9837,7.1638
9269,16.3061,14.0799,9.4594,8.609,4.9837,7.1638
9270,25.4715,34.5948,24.2256,30.5991,54.9093,45.699
9273,45.1147,47.1404,62.6205,76.6756,68.6403,83.2362
9274,55.8451,57.445,57.7804,49.8263,63.9554,54.7762
9275,62.613,57.8468,58.9795,54.6219,65.8296,53.5246
9277,46.3897,46.5099,62.7089,76.9227,67.975,83.1375
9285,6.1294,8.2805,7.914,4.3429,4.6452,4.3532
9286,6.1294,8.2805,7.914,4.3429,4.6452,4.3532
9296,14.678,15.6149,17.1724,11.7334,12.9817,13.457
9297,14.678,15.6149,17.1724,11.7334,12.9817,13.457
9308,7.1856,4.3715,6.3759,6.5965,5.5911,5.4775
9312,85.1394,83.6193,84.42,68.4148,71.7969,60.2251
9313,85.1394,83.6193,84.42,68.4148,71.7969,60.2251
9314,87.213,91.311,94.6471,94.6628,94.0338,68.1082
9317,88.6605,86.027,86.6438,80.4481,77.2613,55.1452
9318,75.4898,67.7809,75.9157,75.8174,71.5791,59.3574
9319,75.4898,67.7809,75.9157,75.8174,71.5791,59.3574
9326,32.4759,33.9901,39.6501,29.4681,34.7617,40.9525
9327,56.2706,51.1877,53.3274,64.3726,65.4691,49.9758
9328,56.2706,51.1877,53.3274,64.3726,65.4691,49.9758
9330,39.2996,48.8274,57.9791,35.3065,36.8017,35.6594
9331,39.2996,48.8274,57.9791,35.3065,36.8017,35.6594
9332,6.28,18.166,12.2609,10.2134,11.1713,7.6764
9333,6.28,18.166,12.2609,10.2134,11.1713,7.6764
9334,49.8978,53.1339,50.8414,54.1759,54.1813,52.7074
9341,64.0447,56.7273,58.9333,65.0844,56.5878,43.5354
9342,43.3992,46.2513,42.9519,38.7155,39.8995,38.6159
9345,28.8971,32.6624,26.1336,14.7757,20.1575,12.433
9346,28.8971,32.6624,26.1336,14.7757,20.1575,12.433
9347,75.0856,75.1647,86.9447,84.2933,57.6062,40.3052
9348,75.0856,75.1647,86.9447,84.2933,57.6062,40.3052
9351,13.8277,11.9164,15.6787,14.681,15.2593,0
9352,13.8277,11.9164,15.6787,14.681,15.2593,0
9353,54.8808,57.7756,58.3916,63.7023,62.8306,70.8395
9354,54.8808,57.7756,58.3916,63.7023,62.8306,70.8395
9360,65.1624,68.5375,62.8457,63.9461,55.2466,41.3243
9361,65.1624,68.5375,62.8457,63.9461,55.2466,41.3243
9362,44.4293,42.7306,39.1187,26.0966,26.5501,51.579
9363,44.4293,42.7306,39.1187,26.0966,26.5501,51.579
9364,59.4357,42.5751,28.3552,33.3346,51.0881,28.9602
9365,59.4357,42.5751,28.3552,33.3346,51.0881,28.9602
9366,73.7893,49.0311,52.8561,49.4698,28.2386,58.4034
9367,73.7893,49.0311,52.8561,49.4698,28.2386,58.4034
9368,47.7108,51.5308,68.7622,50.5543,37.6409,23.3536
9369,47.7108,51.5308,68.7622,50.5543,37.6409,23.3536
9376,76.8645,79.2404,84.4403,77.577,77.1295,71.8333
9377,5.2404,5.7368,6.075,3.6299,5.0784,3.2683
9378,5.2404,5.7368,6.075,3.6299,5.0784,3.2683
9379,79.2366,67.6002,79.7301,79.3586,79.5484,83.3217
9380,76.0684,40.4217,68.6698,84.8353,76.9491,63.7654
9381,76.688,53.994,59.9622,53.7746,58.4651,51.8876
9382,76.688,53.994,59.9622,53.7746,58.4651,51.8876
9387,12.8934,9.9833,8.5301,0,0,1.7561
9388,12.8934,9.9833,8.5301,0,0,1.7561
9391,61.9805,64.3381,67.6323,51.6166,49.5008,34.4181
9392,61.9805,64.3381,67.6323,51.6166,49.5008,34.4181
9394,51.5617,47.9208,47.598,64.7089,64.0725,70.5688
9395,19.6517,22.6119,20.8518,22.911,20.0755,12.2143
9398,60.7961,62.8599,58.9521,61.9683,59.9091,59.6507
9400,15.4383,22.5698,25.1589,21.3326,10.3761,10.763
9401,15.4383,22.5698,25.1589,21.3326,10.3761,10.763
9402,56.1715,70.1796,69.3624,68.946,65.4053,56.3539
9409,18.4777,22.6048,24.9521,20.4241,0,0
9410,18.4777,22.6048,24.9521,20.4241,0,0
9411,41.3243,29.9077,67.6644,74.8033,67.5761,47.5765
9412,9.1413,11.8676,14.6957,10.2703,10.9928,6.9925
9413,9.1413,11.8676,14.6957,10.2703,10.9928,6.9925
9414,55.7291,70.1065,70.4851,75.2006,73.1785,74.5543
9415,15.475,19.4872,14.1394,11.1188,15.4805,17.5811
9416,15.475,19.4872,14.1394,11.1188,15.4805,17.5811
9419,17.4225,21.8115,11.4862,11.5389,6.6747,6.4229
9420,17.4225,21.8115,11.4862,11.5389,6.6747,6.4229
9423,8.397,9.9484,6.3099,5.1519,14.9831,15.0542
9424,8.397,9.9484,6.3099,5.1519,14.9831,15.0542
9426,14.3664,14.7072,11.7797,10.2978,6.3134,3.8936
9427,14.3664,14.7072,11.7797,10.2978,6.3134,3.8936
9428,11.5825,14.8634,12.0639,10.5032,6.9797,9.308
9429,11.5825,14.8634,12.0639,10.5032,6.9797,9.308
9432,58.7192,54.3998,67.736,85.6793,71.7738,82.8529
9433,58.7192,54.3998,67.736,85.6793,71.7738,82.8529
9437,89.4629,84.1162,93.3601,94.6101,99.7931,99.3819
9438,89.4629,84.1162,93.3601,94.6101,99.7931,99.3819
9440,0,0,0,0,0,0
9441,0,0,0,0,0,0
9447,68.2123,58.7727,43.6237,63.5793,56.4725,48.9061
9448,7.9694,3.4302,2.9827,3.469,2.7694,0
9449,7.9694,3.4302,2.9827,3.469,2.7694,0
9467,81.927,49.4781,58.6591,87.477,77.4446,78.4299
9468,58.6534,71.6352,68.1308,73.137,70.2391,58.0572
9469,58.6534,71.6352,68.1308,73.137,70.2391,58.0572
9474,38.914,68.5359,78.2666,78.0974,68.9598,67.4978
9475,5.8178,8.1963,7.1978,7.6037,26.7384,30.5629
9476,76.076,74.3207,68.4383,73.949,80.4013,67.632
9481,10.0979,15.9392,10.8846,8.2332,0,0
9482,10.0979,15.9392,10.8846,8.2332,0,0
9486,79.809,77.7134,76.1146,54.5049,60.3693,50.9915
9487,79.809,77.7134,76.1146,54.5049,60.3693,50.9915
9488,35.2261,41.3983,45.1127,63.9337,77.6503,57.4265
9489,35.2261,41.3983,45.1127,63.9337,77.6503,57.4265
9490,65.1789,37.6832,39.1301,29.4753,60.8319,53.8306
9491,65.8993,65.5086,82.2956,71.6181,65.2034,53.2465
9492,65.8993,65.5086,82.2956,71.6181,65.2034,53.2465
9493,9.7561,7.6998,7.6552,6.1894,6.3511,7.5819
9494,9.7561,7.6998,7.6552,6.1894,6.3511,7.5819
9499,12.6669,19.0129,15.4153,22.8504,22.7242,0.7558
9500,20.6637,20.6823,18.7939,40.7146,41.3553,26.1292
9501,20.6637,20.6823,18.7939,40.7146,41.3553,26.1292
9507,64.0521,81.3172,81.1059,51.1662,51.9479,51.1304
9508,64.0521,81.3172,81.1059,51.1662,51.9479,51.1304
9511,71.5768,80.078,77.7809,81.5366,74.5303,74.9957
9513,65.3578,0,0,0,0,0
9514,65.3578,0,0,0,0,0
9515,6.1517,12.1372,10.1759,9.3978,5.9158,8.3757
9516,6.1517,12.1372,10.1759,9.3978,5.9158,8.3757
9525,3.9596,5.7552,7.7517,6.6247,6.7864,6.5189
9526,3.9596,5.7552,7.7517,6.6247,6.7864,6.5189
9527,73.8746,73.4229,62.9543,60.0611,55.7124,48.0317
9531,82.9329,80.6873,76.7331,87.5782,77.1481,59.8121
9536,6.6164,9.9105,7.4815,5.8791,6.3964,6.8687
9537,82.9398,87.7374,83.2561,68.3151,63.6619,67.9929
9538,82.9398,87.7374,83.2561,68.3151,63.6619,67.9929
9539,51.5716,58.6467,68.569,53.5415,70.7152,53.0662
9540,51.5716,58.6467,68.569,53.5415,70.7152,53.0662
9542,65.4059,69.3696,83.4517,77.5986,72.9809,38.655
9545,10.1517,16.9723,24.4993,32.0692,0,0
9546,10.1517,16.9723,24.4993,32.0692,0,0
9548,46.8985,42.4327,53.0809,49.8157,47.0366,34.6059
9549,46.8985,42.4327,53.0809,49.8157,47.0366,34.6059
9550,65.193,56.4031,49.0626,43.9434,48.6338,41.4081
9551,65.193,56.4031,49.0626,43.9434,48.6338,41.4081
9556,46.9714,44.8166,62.9969,68.527,61.1872,56.14
9557,71.9674,73.7621,70.8828,74.6255,67.8396,69.827
9558,7.8772,5.1,9.0021,8.6167,4.5687,4.5459
9559,7.8772,5.1,9.0021,8.6167,4.5687,4.5459
9564,87.6731,89.4777,83.5981,66.1888,70.4565,70.4588
9565,87.6731,89.4777,83.5981,66.1888,70.4565,70.4588
9566,92.4209,79.6256,80.3248,91.1806,94.6376,93.9117
9568,20.8068,7.5745,9.8451,11.455,8.743,7.5016
9569,20.8068,7.5745,9.8451,11.455,8.743,7.5016
9570,32.3366,31.8898,40.6353,49.0367,46.4648,51.1447
9571,32.3366,31.8898,40.6353,49.0367,46.4648,51.1447
9576,54.479,53.2448,62.0868,49.9234,46.5493,33.017
9590,25.9353,26.9149,30.7872,16.8757,14.7133,32.2742
9591,64.0699,50.9669,51.6897,38.4775,54.7906,37.4006
9592,64.0699,50.9669,51.6897,38.4775,54.7906,37.4006
9595,52.616,51.7552,25.5042,46.6939,0,0
9596,65.3762,69.5986,67.5325,78.8812,77.4621,59.4257
9597,65.3762,69.5986,67.5325,78.8812,77.4621,59.4257
9598,56.1426,49.9933,69.1005,54.2354,50.5664,34.634
9601,37.2756,32.0787,33.6652,26.002,38.2914,27.4443
9602,37.2756,32.0787,33.6652,26.002,38.2914,27.4443
9606,11.2929,17.9949,17.4125,7.3591,6.6495,13.579
9607,11.2929,17.9949,17.4125,7.3591,6.6495,13.579
9611,20.0266,17.6459,16.6437,16.4274,16.1278,15.5826
9612,20.0266,17.6459,16.6437,16.4274,16.1278,15.5826
9618,45.6736,39.351,37.1641,49.5311,41.1676,31.613
9619,49.801,57.059,49.1885,28.4923,57.0281,31.5726
9620,49.801,57.059,49.1885,28.4923,57.0281,31.5726
9621,6.2047,6.5267,4.1752,3.9877,4.7927,2.4478
9622,6.2047,6.5267,4.1752,3.9877,4.7927,2.4478
9623,78.8606,79.5941,90.9616,82.6179,85.5287,68.1366
9630,59.1348,43.4018,42.6511,35.8653,29.103,52.62
9631,59.1348,43.4018,42.6511,35.8653,29.103,52.62
9634,12.3134,12.6883,10.2467,0,0,0
9635,12.3134,12.6883,10.2467,0,0,0
9636,66.0159,45.5158,40.1979,47.9254,48.6132,40.3417
9640,78.2373,79.7386,80.6042,47.0521,60.2767,74.1693
9641,78.2373,79.7386,80.6042,47.0521,60.2767,74.1693
9644,94.3491,93.2452,84.7516,86.8567,71.248,75.283
9645,94.3491,93.2452,84.7516,86.8567,71.248,75.283
9646,55.7912,37.5547,45.3296,54.3094,60.0669,56.5215
9647,55.7912,37.5547,45.3296,54.3094,60.0669,56.5215
9648,8.0392,0,3.7019,3.2925,3.6931,0
9649,26.1595,26.9308,31.9875,36.9722,37.0127,41.5852
9650,26.1595,26.9308,31.9875,36.9722,37.0127,41.5852
9651,90.5682,47.6657,45.0447,86.9086,81.9845,71.2369
9652,90.5682,47.6657,45.0447,86.9086,81.9845,71.2369
9653,5.4045,10.2331,11.8732,10.5895,6.9545,7.4356
9654,5.4045,10.2331,11.8732,10.5895,6.9545,7.4356
9658,56.0671,68.4876,56.3833,58.6637,54.4884,24.0026
9659,30.459,33.0169,42.8584,35.7399,33.4906,19.2634
9660,30.459,33.0169,42.8584,35.7399,33.4906,19.2634
9661,61.9921,72.8153,71.8601,75.9191,59.2218,52.1673
9662,61.9921,72.8153,71.8601,75.9191,59.2218,52.1673
9663,66.2926,56.5855,64.1768,50.3455,55.607,65.2562
9664,42.0457,46.6625,48.4525,33.9725,30.3841,42.7268
9665,42.0457,46.6625,48.4525,33.9725,30.3841,42.7268
9667,25.3672,21.0634,25.7324,29.7913,31.3574,28.8412
9668,25.3672,21.0634,25.7324,29.7913,31.3574,28.8412
9669,46.3971,58.4318,52.2039,50.787,52.2777,46.4647
9671,20.0992,18.014,20.8788,18.1849,15.353,16.1605
9672,20.0992,18.014,20.8788,18.1849,15.353,16.1605
9681,61.7029,39.8346,55.2297,61.2537,66.3194,55.8936
9682,61.7029,39.8346,55.2297,61.2537,66.3194,55.8936
9683,50.0748,42.778,42.7432,46.0114,51.7596,33.9459
9684,50.0748,42.778,42.7432,46.0114,51.7596,33.9459
9686,65.0173,62.8008,62.4981,72.5396,68.3219,70.524
9687,65.0173,62.8008,62.4981,72.5396,68.3219,70.524
9688,35.5035,48.8952,58.9697,64.6646,50.5044,40.2675
9689,10.0448,4.2335,17.8619,18.7759,6.04,4.9536
9690,10.0448,4.2335,17.8619,18.7759,6.04,4.9536
9691,11.6186,16.5863,8.4315,6.3898,5.817,5.6238
9692,11.6186,16.5863,8.4315,6.3898,5.817,5.6238
9693,77.8424,80.1631,79.4956,78.2474,75.3144,65.2104
9695,47.0688,48.0724,40.0165,37.2411,51.7949,40.0827
9696,47.0688,48.0724,40.0165,37.2411,51.7949,40.0827
9697,91.7745,60.689,74.9194,64.6992,54.8355,48.636
9698,91.7745,60.689,74.9194,64.6992,54.8355,48.636
9700,10.7951,8.1416,8.7867,10.1957,9.3161,13.9138
9701,10.7951,8.1416,8.7867,10.1957,9.3161,13.9138
9704,76.2227,72.9774,78.6547,67.1653,57.5751,43.2151
9705,76.2227,72.9774,78.6547,67.1653,57.5751,43.2151
9706,32.4093,37.1869,38.8826,45.1701,44.8816,53.0506
9707,36.7226,38.5406,44.134,34.0035,54.64,58.9045
9708,36.7226,38.5406,44.134,34.0035,54.64,58.9045
9709,38.7898,34.8107,42.563,32.6242,36.498,25.5772
9710,69.9277,45.0289,41.8966,46.6728,29.7966,28.0197
9714,60.2212,66.7718,70.2842,60.3332,42.1594,41.5938
9715,79.9336,66.7981,74.0127,44.4472,52.7997,42.6041
9716,0,14.7986,17.215,15.8583,7.5148,9.2759
9717,0,14.7986,17.215,15.8583,7.5148,9.2759
9718,10.7856,10.0037,3.1315,7.0915,5.3818,8.6774
9719,10.7856,10.0037,3.1315,7.0915,5.3818,8.6774
9720,60.3639,48.1043,54.5721,37.4112,31.7772,27.7225
9725,7.0247,5.0272,6.0319,6.0894,4.0525,2.6754
9733,5.1323,4.475,0,0,0,0
9734,5.1323,4.475,0,0,0,0
9736,15.9115,9.4541,8.3003,2.7722,2.8745,4.587
9737,15.9115,9.4541,8.3003,2.7722,2.8745,4.587
9740,55.0846,41.9121,46.5431,30.1468,35.8312,34.4229
9741,55.0846,41.9121,46.5431,30.1468,35.8312,34.4229
9747,28.429,41.6167,31.6256,28.6356,41.262,38.9153
9750,78.0029,57.3257,58.2881,45.3326,40.9986,51.7527
9751,78.0029,57.3257,58.2881,45.3326,40.9986,51.7527
9755,12.6669,19.0129,15.4153,22.8504,22.7242,0.7558
9762,67.9429,71.878,64.0759,45.4004,16.2711,45.6143
9766,15.0309,14.9274,16.0624,7.9972,6.923,1.3586
9767,15.0309,14.9274,16.0624,7.9972,6.923,1.3586
9774,85.9695,92.0848,68.6149,51.7475,64.4431,39.3588
9775,56.0671,68.4876,56.3833,58.6637,54.4884,24.0026
9776,76.9535,63.4561,65.2029,81.4588,75.9698,43.1483
9777,76.9535,63.4561,65.2029,81.4588,75.9698,43.1483
9778,47.3193,63.1773,53.9751,59.0216,60.3125,48.323
9779,47.3193,63.1773,53.9751,59.0216,60.3125,48.323
9781,58.2592,54.0667,53.108,54.7123,63.2406,60.1333
9782,28.3464,25.3897,38.9591,33.101,37.0735,28.5163
9783,28.3464,25.3897,38.9591,33.101,37.0735,28.5163
9789,62.2359,37.879,58.2947,72.2067,73.5091,61.7673
9791,53.495,52.7607,44.5582,54.3262,57.5355,56.6882
9794,74.9158,66.3953,67.3131,57.0249,69.679,59.0428
9795,51.2228,54.2856,68.7103,71.3125,69.1329,55.0315
9796,17.3208,13.9745,12.7169,9.0507,8.1454,8.1267
9797,17.3208,13.9745,12.7169,9.0507,8.1454,8.1267
9798,63.141,77.6791,71.5071,69.4222,67.4432,69.8833
9800,72.5809,76.1809,78.6085,77.749,74.9997,68.2141
9801,72.5809,76.1809,78.6085,77.749,74.9997,68.2141
9804,78.0249,70.6643,62.3032,65.3578,82.657,84.9242
9805,44.9215,47.5878,44.0663,45.3847,56.7346,41.7002
9806,8.1185,9.4464,9.7309,10.1914,9.7097,7.4388
9807,8.1185,9.4464,9.7309,10.1914,9.7097,7.4388
9808,73.4574,73.0976,77.2915,80.0717,81.3768,56.4794
9810,8.2386,10.2976,13.0851,9.8627,8.6878,8.6238
9811,8.2386,10.2976,13.0851,9.8627,8.6878,8.6238
9812,25.669,23.951,24.0417,17.2215,14.472,16.7827
9813,25.669,23.951,24.0417,17.2215,14.472,16.7827
9817,27.1776,23.5478,0,0,0,15.4869
9818,27.1776,23.5478,0,0,0,15.4869
9819,10.8427,9.8482,14.5188,6.9241,18.6983,7.6252
9820,6.1087,9.2415,9.0396,8.1141,4.4067,5.0515
9821,6.1087,9.2415,9.0396,8.1141,4.4067,5.0515
9822,4.9859,8.7372,10.5305,5.7337,9.8246,5.9765
9823,4.9859,8.7372,10.5305,5.7337,9.8246,5.9765
9825,0,0,0,0,0,57.9884
9828,63.9411,73.8988,86.8413,77.025,80.8207,83.7444
9829,17.3366,8.1551,4.1823,3.1136,0.2717,0.7093
9830,17.3366,8.1551,4.1823,3.1136,0.2717,0.7093
9835,86.7847,86.7284,80.0636,80.1592,65.6036,62.0002
9837,35.5303,82.7457,83.3297,77.4933,78.5941,84.8273
9838,35.5303,82.7457,83.3297,77.4933,78.5941,84.8273
9840,61.3537,66.8316,44.8819,56.7681,64.1891,41.3186
9841,61.3537,66.8316,44.8819,56.7681,64.1891,41.3186
9842,15.2576,15.1898,11.4261,17.967,10.7738,10.4712
9846,2.5003,1.0426,3.5294,6.4288,1.731,2.0744
9847,92.7627,92.2861,92.5254,83.6495,87.7352,85.2345
9848,92.7627,92.2861,92.5254,83.6495,87.7352,85.2345
9849,9.2829,6.5898,7.2589,8.0771,8.0801,9.8578
9852,69.3177,73.2279,72.531,70.084,52.7205,41.9414
9853,44.6353,43.7527,70.1177,80.7759,49.2342,48.4203
9854,44.6353,43.7527,70.1177,80.7759,49.2342,48.4203
9855,48.5639,33.3802,73.4365,81.9295,68.7318,62.6312
9856,48.5639,33.3802,73.4365,81.9295,68.7318,62.6312
9857,63.3395,52.8734,54.1082,51.2307,68.8092,51.1839
9858,63.3395,52.8734,54.1082,51.2307,68.8092,51.1839
9859,67.1166,65.3316,45.6995,68.1933,72.2663,72.8583
9861,71.6359,46.3463,63.6795,74.4641,63.6936,70.8367
9862,71.6359,46.3463,63.6795,74.4641,63.6936,70.8367
9863,62.3211,53.8634,66.5916,65.5803,58.2373,44.5754
9864,51.3165,76.5376,45.1745,19.8129,46.7059,41.0397
9865,51.3165,76.5376,45.1745,19.8129,46.7059,41.0397
9867,56.4296,45.4846,37.6773,47.2389,51.7338,64.9144
9868,56.4296,45.4846,37.6773,47.2389,51.7338,64.9144
9869,43.768,40.3809,40.1024,36.8537,34.9629,41.2167
9870,43.768,40.3809,40.1024,36.8537,34.9629,41.2167
9872,63.1294,51.3527,53.4444,49.255,40.4218,23.3733
9873,63.1294,51.3527,53.4444,49.255,40.4218,23.3733
9874,78.0074,76.3487,73.9422,76.162,71.314,75.4553
9875,80.4645,77.2427,72.8074,73.2969,64.3908,55.9319
9876,80.4645,77.2427,72.8074,73.2969,64.3908,55.9319
9877,23.709,49.3554,62.6021,53.1299,38.3877,25.1169
9878,70.7512,69.4911,59.8678,40.2979,38.531,36.4361
9879,70.7512,69.4911,59.8678,40.2979,38.531,36.4361
9880,41.1304,45.3439,48.0453,48.4587,54.6024,42.9769
9882,27.6389,29.0515,76.7074,78.8391,70.6353,71.4008
9883,27.6389,29.0515,76.7074,78.8391,70.6353,71.4008
9885,78.7315,53.4285,48.5681,40.1516,64.9017,53.9159
9886,78.7315,53.4285,48.5681,40.1516,64.9017,53.9159
9887,27.1109,24.8707,24.9668,25.1475,32.9425,24.1648
9888,27.1109,24.8707,24.9668,25.1475,32.9425,24.1648
9891,76.4012,69.7148,68.5379,61.394,63.5558,48.3326
9892,45.9524,46.1303,68.5206,42.5836,51.9628,45.6254
9893,59.325,45.4267,59.3576,74.3986,67.0441,57.2671
9896,7.2613,3.21,2.7083,3.2627,0.0022,0.9189
9897,7.2613,3.21,2.7083,3.2627,0.0022,0.9189
9898,61.594,70.4165,42.3882,48.9754,43.065,36.4187
9899,80.8437,82.7043,83.4423,84.5321,43.0054,63.088
9900,6.8901,12.1546,14.7354,12.506,7.7798,3.1704
9901,6.8901,12.1546,14.7354,12.506,7.7798,3.1704
9902,8.2815,14.0843,17.8426,13.1679,7.0308,6.8055
9903,8.2815,14.0843,17.8426,13.1679,7.0308,6.8055
9907,50.6948,49.5686,39.0573,26.8156,27.0141,24.1661
9908,50.6948,49.5686,39.0573,26.8156,27.0141,24.1661
9909,47.2264,43.1235,35.2744,37.5565,37.202,41.4879
9910,47.2264,43.1235,35.2744,37.5565,37.202,41.4879
9912,87.7836,94.3359,94.5637,85.6733,73.0928,77.5669
9913,57.9949,53.3141,55.8981,81.9557,68.588,56.3572
9914,35.8348,35.3301,55.1416,50.2794,43.5453,42.2546
9918,75.9868,35.1421,0,0,0,0
9919,75.9868,35.1421,0,0,0,0
9927,7.5947,6.6677,7.4339,4.3641,5.2453,3.6629
9928,7.5947,6.6677,7.4339,4.3641,5.2453,3.6629
9929,64.9639,66.1758,75.0032,77.9172,75.6633,70.3852
9930,64.9639,66.1758,75.0032,77.9172,75.6633,70.3852
9931,64.9664,56.1815,72.6068,67.0426,70.5229,50.637
9932,18.6,18.8976,24.3521,18.7307,20.9192,15.6065
9937,13.9678,21.1108,19.4708,16.1503,10.455,4.9065
9938,13.9678,21.1108,19.4708,16.1503,10.455,4.9065
9939,64.9664,56.1815,72.6068,67.0426,70.5229,50.637
9940,83.6607,87.41,90.2054,89.6021,94.7655,93.9551
9941,83.6607,87.41,90.2054,89.6021,94.7655,93.9551
9950,58.2078,63.5042,63.5095,50.9431,65.3107,39.9837
9951,43.5869,42.5667,44.0815,44.2827,40.5495,41.3462
9952,43.5869,42.5667,44.0815,44.2827,40.5495,41.3462
9954,76.64,79.5797,76.9569,81.6386,76.9979,79.1281
9955,23.7178,24.4735,39.2913,27.5197,57.5937,53.7273
9956,10.9348,16.2746,15.3305,10.7941,11.6029,8.9834
9957,10.9348,16.2746,15.3305,10.7941,11.6029,8.9834
9958,67.6412,61.4933,79.3302,68.1448,69.2742,58.5677
9959,67.6412,61.4933,79.3302,68.1448,69.2742,58.5677
9960,65.6269,49.4291,57.6899,55.8335,52.109,34.0906
9965,32.4676,32.8851,31.984,27.427,29.9268,0
9966,32.4676,32.8851,31.984,27.427,29.9268,0
9967,58.5544,51.3693,51.0565,37.3367,62.8518,60.1038
9968,71.9911,72.3938,78.9302,57.3234,54.3269,54.788
9969,71.9911,72.3938,78.9302,57.3234,54.3269,54.788
9970,30.7226,42.8754,61.0994,49.3671,57.5507,74.2988
9977,7.3881,8.2221,8.4269,4.3468,5.9847,13.4526
9978,7.3881,8.2221,8.4269,4.3468,5.9847,13.4526
9983,3.066,7.3279,6.9852,0.0009,0,0
9984,45.0433,49.4597,67.4154,55.7102,48.2756,34.633
9986,69.0029,53.3606,67.5361,43.7564,78.4903,49.115
9987,69.0029,53.3606,67.5361,43.7564,78.4903,49.115
9988,58.3476,86.671,79.1225,61.1902,35.4451,51.0147
9989,85.1605,88.8412,75.0813,66.425,65.5499,79.0541
9990,54.9859,29.7547,48.9551,37.9914,51.6075,45.1599
9991,54.9859,29.7547,48.9551,37.9914,51.6075,45.1599
9992,64.618,66.0523,65.3136,66.4703,64.435,65.4461
9993,41.2486,19.9891,30.2659,29.5896,37.9451,29.6528
9994,61.5593,63.0482,51.7047,46.0114,46.7083,27.1951
9995,61.5593,63.0482,51.7047,46.0114,46.7083,27.1951
9998,70.583,57.7106,59.0724,58.6558,65.7779,47.7189
9999,40.141,31.9701,24.583,28.6114,24.1803,28.3804
10000,87.3193,94.6933,93.4357,89.1314,92.2697,92.2949
10001,48.5825,0,0,0,0,0
10002,48.5825,0,0,0,0,0
10003,77.2,85.0523,86.8987,77.7567,73.2806,65.5667
10004,77.2,85.0523,86.8987,77.7567,73.2806,65.5667
10006,14.9783,15.1733,18.5762,16.745,16.9223,12.1829
10007,14.9783,15.1733,18.5762,16.745,16.9223,12.1829
10008,32.3996,42.6456,75.5843,51.4138,36.6353,71.9881
10009,32.3996,42.6456,75.5843,51.4138,36.6353,71.9881
10010,0,0,0,0,0,0
10013,36.8633,56.3809,61.2109,70.1615,55.9001,64.5858
10016,54.5701,63.8704,53.0436,64.0294,51.0882,58.5298
10017,54.5701,63.8704,53.0436,64.0294,51.0882,58.5298
10018,6.6721,8.8123,9.082,7.4959,7.5332,5.7247
10019,6.6721,8.8123,9.082,7.4959,7.5332,5.7247
10020,71.9368,67.8624,72.9531,54.9753,51.6467,45.478
10021,72.5849,76.6026,76.3058,71.7265,76.0897,70.0589
10022,71.5533,78.6766,78.6674,76.6113,74.1533,82.8692
10023,93.3201,89.1374,92.3994,93.2947,92.0456,89.3161
10024,4.4007,11.1927,15.1333,7.7391,10.1202,7.0833
10025,64.4364,46.1748,36.91,70.0594,79.066,59.7447
